Produto,Preço,Pgto.,Nº Parcelas,Data,Cliente,E-mail,DDD,Telefone
Produto B,R$ 750,Boleto Bancário,9,19/12/2018,Presley Martins,presleymartins@yahoo.com,55,959439462
Produto C,R$ 750,Cartão de Crédito,5,09/05/2018,Tércio Martins,térciomartins@outlook.com,41,901591686
Produto C,R$ 1200,Boleto Bancário,4,16/09/2018,Danubia Souza,danubiasouza@gmail.com,13,917087956
Produto A,R$ 750,Pix,4,05/09/2018,Presley Pereira,presleypereira@hotmail.com,50,908691712
Produto B,R$ 750,Boleto Bancário,11,07/10/2018,Presley Santos,presleysantos@hotmail.com,43,958958076
Produto B,R$ 1000,Cartão de Crédito,3,16/10/2018,Tércio Pereira,térciopereira@gmail.com,69,977655941
Produto C,R$ 750,Pix,8,08/04/2018,Lucas Almeida,lucasalmeida@gmail.com,13,981920015
Produto C,R$ 500,Pix,7,20/08/2018,Tamires Pereira,tamirespereira@hotmail.com,56,926360884
Produto A,R$ 750,Cartão de Crédito,9,31/07/2018,Elaine Pereira,elainepereira@gmail.com,87,976568714
Produto C,R$ 1000,Pix,1,26/01/2018,Paula Almeida,paulaalmeida@outlook.com,52,954734518
Produto C,R$ 1000,Cartão de Crédito,6,03/01/2018,Jhonn Santos,jhonnsantos@hotmail.com,49,999208844
Produto C,R$ 500,Boleto Bancário,1,16/03/2018,Tonny Souza,tonnysouza@yahoo.com,62,965370210
Produto A,R$ 750,Boleto Bancário,12,10/06/2018,Tonny Martins,tonnymartins@outlook.com,17,993596233
Produto A,R$ 1200,Pix,2,09/11/2018,Tércio Santos,térciosantos@hotmail.com,85,901032635
Produto C,R$ 1200,Boleto Bancário,11,11/02/2018,Presley Souza,presleysouza@outlook.com,15,999231804
Produto A,R$ 1000,Boleto Bancário,8,08/08/2018,Presley Oliveira,presleyoliveira@hotmail.com,91,938715217
Produto A,R$ 750,Pix,9,06/03/2018,Danubia Santos,danubiasantos@gmail.com,99,926171766
Produto A,R$ 500,Boleto Bancário,9,26/09/2018,Jhonn Costa,jhonncosta@gmail.com,38,983503187
Produto B,R$ 1000,Boleto Bancário,7,26/02/2018,Bianca Almeida,biancaalmeida@hotmail.com,94,948928215
Produto A,R$ 1200,Pix,1,07/02/2018,Tamires Souza,tamiressouza@outlook.com,18,953884731
Produto B,R$ 1000,Pix,10,09/01/2018,Bianca Pereira,biancapereira@gmail.com,83,990590110
Produto A,R$ 1200,Pix,12,13/12/2018,Alefy Almeida,alefyalmeida@outlook.com,51,918144699
Produto A,R$ 1200,Cartão de Crédito,7,12/01/2018,Elaine Almeida,elainealmeida@yahoo.com,80,982345747
Produto A,R$ 1000,Cartão de Crédito,1,23/07/2018,Tonny Santos,tonnysantos@hotmail.com,11,992633051
Produto C,R$ 750,Boleto Bancário,11,24/11/2018,Rafael Almeida,rafaelalmeida@yahoo.com,29,940713463
Produto A,R$ 500,Boleto Bancário,1,11/05/2018,Tonny Silva,tonnysilva@hotmail.com,96,948634411
Produto C,R$ 750,Cartão de Crédito,6,13/04/2018,Presley Costa,presleycosta@hotmail.com,63,941555279
Produto A,R$ 750,Boleto Bancário,8,10/08/2018,Pedro Souza,pedrosouza@hotmail.com,50,941526203
Produto C,R$ 1000,Pix,7,19/07/2018,Mariana Martins,marianamartins@outlook.com,95,941308086
Produto B,R$ 750,Cartão de Crédito,9,23/04/2018,Tércio Pereira,térciopereira@hotmail.com,88,975038907
Produto B,R$ 500,Boleto Bancário,10,02/08/2018,Bianca Martins,biancamartins@gmail.com,86,929349907
Produto C,R$ 1000,Boleto Bancário,10,02/08/2018,Pedro Souza,pedrosouza@outlook.com,25,971128457
Produto A,R$ 500,Cartão de Crédito,12,29/12/2018,Tércio Pereira,térciopereira@gmail.com,51,921146704
Produto C,R$ 1200,Pix,1,09/10/2018,Tércio Silva,térciosilva@outlook.com,13,920999804
Produto B,R$ 750,Cartão de Crédito,7,13/07/2018,Samuel Martins,samuelmartins@hotmail.com,33,989445327
Produto C,R$ 1000,Cartão de Crédito,12,21/10/2018,Tonny Silva,tonnysilva@yahoo.com,98,992882397
Produto C,R$ 750,Pix,10,05/06/2018,Elaine Pereira,elainepereira@outlook.com,69,940759553
Produto C,R$ 1200,Pix,1,09/06/2018,Samuel Santos,samuelsantos@yahoo.com,46,951529296
Produto C,R$ 1200,Pix,3,25/08/2018,Samuel Silva,samuelsilva@gmail.com,70,957273980
Produto C,R$ 750,Cartão de Crédito,6,01/11/2018,Tamires Oliveira,tamiresoliveira@yahoo.com,69,932581320
Produto A,R$ 1200,Boleto Bancário,5,25/03/2018,Danubia Pereira,danubiapereira@outlook.com,11,906578208
Produto C,R$ 750,Boleto Bancário,9,19/03/2018,Bianca Almeida,biancaalmeida@yahoo.com,89,903373436
Produto C,R$ 1200,Cartão de Crédito,8,22/06/2018,Elaine Silva,elainesilva@gmail.com,84,990901772
Produto C,R$ 500,Boleto Bancário,3,23/01/2018,Samuel Martins,samuelmartins@gmail.com,44,991062507
Produto B,R$ 1000,Cartão de Crédito,3,09/11/2018,Tércio Santos,térciosantos@outlook.com,11,952726885
Produto A,R$ 500,Cartão de Crédito,8,01/06/2018,Lucas Souza,lucassouza@yahoo.com,90,956120727
Produto C,R$ 1200,Cartão de Crédito,6,16/09/2018,Tonny Pereira,tonnypereira@outlook.com,81,904858715
Produto B,R$ 750,Pix,4,20/08/2018,Pedro Souza,pedrosouza@gmail.com,55,908752071
Produto B,R$ 500,Boleto Bancário,5,01/10/2018,Rafael Souza,rafaelsouza@yahoo.com,95,947446068
Produto C,R$ 1200,Pix,8,14/11/2018,Elaine Souza,elainesouza@yahoo.com,83,949199150
Produto B,R$ 1000,Boleto Bancário,3,29/04/2018,Elaine Silva,elainesilva@outlook.com,77,986573265
Produto C,R$ 500,Cartão de Crédito,2,08/01/2018,Samuel Costa,samuelcosta@hotmail.com,59,945488980
Produto A,R$ 1200,Pix,2,14/07/2018,Mariana Silva,marianasilva@yahoo.com,35,948120492
Produto B,R$ 1000,Pix,10,26/12/2018,Elaine Almeida,elainealmeida@hotmail.com,96,968371902
Produto B,R$ 750,Boleto Bancário,6,15/10/2018,Jhonn Oliveira,jhonnoliveira@yahoo.com,88,922856266
Produto A,R$ 500,Boleto Bancário,12,27/12/2018,Pedro Souza,pedrosouza@outlook.com,39,915257917
Produto A,R$ 500,Boleto Bancário,3,07/04/2018,Elaine Santos,elainesantos@gmail.com,54,914236513
Produto A,R$ 750,Pix,4,11/01/2018,Bianca Silva,biancasilva@gmail.com,47,956026646
Produto B,R$ 1000,Pix,8,29/09/2018,Jonatas Oliveira,jonatasoliveira@yahoo.com,97,923949436
Produto B,R$ 500,Boleto Bancário,2,08/09/2018,Tamires Silva,tamiressilva@hotmail.com,62,938524744
Produto C,R$ 750,Cartão de Crédito,7,04/06/2018,Elaine Oliveira,elaineoliveira@outlook.com,50,969557268
Produto B,R$ 1000,Pix,9,20/04/2018,Paula Martins,paulamartins@gmail.com,82,946731155
Produto B,R$ 1000,Pix,2,20/07/2018,Presley Martins,presleymartins@yahoo.com,38,932028169
Produto A,R$ 500,Cartão de Crédito,8,17/10/2018,Rafael Oliveira,rafaeloliveira@yahoo.com,25,932349486
Produto A,R$ 1200,Boleto Bancário,5,15/01/2018,Alefy Martins,alefymartins@outlook.com,77,950074980
Produto C,R$ 1200,Cartão de Crédito,3,15/02/2018,Bianca Martins,biancamartins@gmail.com,90,908376935
Produto B,R$ 1200,Pix,9,27/08/2018,Rafael Pereira,rafaelpereira@gmail.com,23,999425069
Produto C,R$ 750,Boleto Bancário,6,20/04/2018,Rafael Oliveira,rafaeloliveira@yahoo.com,98,959719457
Produto C,R$ 1200,Boleto Bancário,5,20/08/2018,Elaine Souza,elainesouza@outlook.com,55,926071433
Produto B,R$ 1200,Cartão de Crédito,6,08/11/2018,Jonatas Souza,jonatassouza@hotmail.com,62,917066010
Produto B,R$ 750,Cartão de Crédito,3,14/10/2018,Bianca Martins,biancamartins@yahoo.com,36,932410052
Produto A,R$ 1000,Cartão de Crédito,5,13/04/2018,Mariana Santos,marianasantos@outlook.com,73,900394547
Produto C,R$ 1200,Pix,12,22/11/2018,Alefy Martins,alefymartins@outlook.com,42,935738282
Produto C,R$ 1200,Cartão de Crédito,2,07/05/2018,Alefy Souza,alefysouza@hotmail.com,36,926691561
Produto C,R$ 1000,Cartão de Crédito,12,12/01/2018,Lucas Santos,lucassantos@yahoo.com,48,953634506
Produto B,R$ 1200,Cartão de Crédito,10,15/10/2018,Lucas Costa,lucascosta@gmail.com,95,919727242
Produto C,R$ 500,Boleto Bancário,7,30/07/2018,Tamires Oliveira,tamiresoliveira@hotmail.com,46,985388116
Produto C,R$ 1000,Pix,9,15/03/2018,Elaine Souza,elainesouza@yahoo.com,26,996877369
Produto A,R$ 1200,Cartão de Crédito,11,26/07/2018,Samuel Oliveira,samueloliveira@gmail.com,27,995581967
Produto B,R$ 1000,Pix,1,25/03/2018,Tércio Souza,térciosouza@outlook.com,95,970983679
Produto C,R$ 1200,Pix,9,15/01/2018,Bianca Costa,biancacosta@yahoo.com,20,933864048
Produto B,R$ 1000,Cartão de Crédito,6,23/03/2018,Bianca Pereira,biancapereira@outlook.com,68,924249962
Produto A,R$ 750,Cartão de Crédito,8,21/08/2018,Danubia Silva,danubiasilva@gmail.com,75,978245827
Produto B,R$ 1200,Boleto Bancário,4,31/01/2018,Paula Oliveira,paulaoliveira@hotmail.com,25,966632387
Produto C,R$ 750,Pix,3,14/10/2018,Pedro Santos,pedrosantos@yahoo.com,64,951978802
Produto B,R$ 500,Cartão de Crédito,2,01/04/2018,Pedro Almeida,pedroalmeida@yahoo.com,47,996234479
Produto B,R$ 750,Boleto Bancário,6,09/09/2018,Jonatas Silva,jonatassilva@gmail.com,63,966404576
Produto A,R$ 750,Boleto Bancário,3,19/01/2018,Tonny Silva,tonnysilva@hotmail.com,67,939788159
Produto B,R$ 1200,Pix,3,05/10/2018,Mariana Silva,marianasilva@outlook.com,55,955425171
Produto B,R$ 1200,Boleto Bancário,10,26/07/2018,Samuel Souza,samuelsouza@outlook.com,85,990236989
Produto C,R$ 500,Pix,9,29/11/2018,Tamires Silva,tamiressilva@outlook.com,68,911046586
Produto A,R$ 1200,Boleto Bancário,5,15/10/2018,Danubia Costa,danubiacosta@outlook.com,38,970899772
Produto A,R$ 1000,Pix,2,21/11/2018,Tércio Costa,térciocosta@yahoo.com,27,970015381
Produto A,R$ 750,Cartão de Crédito,3,14/04/2018,Mariana Silva,marianasilva@yahoo.com,81,922352813
Produto A,R$ 750,Cartão de Crédito,1,28/01/2018,Danubia Costa,danubiacosta@gmail.com,74,943364520
Produto C,R$ 500,Cartão de Crédito,4,26/09/2018,Jonatas Souza,jonatassouza@hotmail.com,40,925262105
Produto A,R$ 1000,Pix,5,05/09/2018,Tércio Pereira,térciopereira@gmail.com,93,921980726
Produto A,R$ 1000,Boleto Bancário,11,01/02/2018,Lucas Oliveira,lucasoliveira@yahoo.com,83,948758266
Produto B,R$ 1000,Boleto Bancário,1,19/03/2018,Danubia Almeida,danubiaalmeida@outlook.com,82,902846039
Produto C,R$ 750,Pix,10,07/07/2018,Danubia Silva,danubiasilva@outlook.com,56,931267390
Produto B,R$ 1000,Boleto Bancário,1,31/10/2018,Presley Costa,presleycosta@hotmail.com,97,916623578
Produto C,R$ 500,Cartão de Crédito,2,18/02/2018,Pedro Costa,pedrocosta@gmail.com,76,939410964
Produto B,R$ 500,Pix,9,27/06/2018,Elaine Costa,elainecosta@yahoo.com,85,925331619
Produto C,R$ 500,Pix,10,09/03/2018,Lucas Oliveira,lucasoliveira@hotmail.com,85,915311405
Produto A,R$ 750,Cartão de Crédito,7,07/04/2018,Samuel Almeida,samuelalmeida@gmail.com,24,979610762
Produto C,R$ 750,Boleto Bancário,9,17/08/2018,Samuel Pereira,samuelpereira@outlook.com,94,958595821
Produto C,R$ 750,Pix,1,23/10/2018,Tamires Martins,tamiresmartins@yahoo.com,12,932596429
Produto A,R$ 500,Boleto Bancário,12,24/07/2018,Tonny Martins,tonnymartins@hotmail.com,32,910031287
Produto B,R$ 1200,Boleto Bancário,5,25/02/2018,Tércio Santos,térciosantos@yahoo.com,20,907451527
Produto B,R$ 750,Boleto Bancário,10,14/02/2018,Alefy Oliveira,alefyoliveira@outlook.com,40,921167848
Produto A,R$ 500,Cartão de Crédito,3,09/09/2018,Mariana Oliveira,marianaoliveira@gmail.com,65,962658021
Produto C,R$ 500,Boleto Bancário,11,29/12/2018,Jhonn Almeida,jhonnalmeida@outlook.com,38,967728917
Produto A,R$ 500,Cartão de Crédito,1,20/04/2018,Tonny Martins,tonnymartins@gmail.com,61,902577355
Produto C,R$ 1200,Pix,5,01/09/2018,Samuel Oliveira,samueloliveira@yahoo.com,31,965085509
Produto A,R$ 1200,Pix,12,22/06/2018,Tamires Souza,tamiressouza@hotmail.com,75,977186175
Produto A,R$ 1000,Pix,10,20/08/2018,Jonatas Santos,jonatassantos@yahoo.com,56,919255321
Produto A,R$ 1000,Boleto Bancário,2,24/05/2018,Tamires Costa,tamirescosta@yahoo.com,42,970061015
Produto B,R$ 750,Pix,4,03/11/2018,Elaine Almeida,elainealmeida@yahoo.com,14,960816024
Produto A,R$ 1200,Cartão de Crédito,10,04/06/2018,Alefy Santos,alefysantos@hotmail.com,66,960653685
Produto C,R$ 750,Cartão de Crédito,11,07/06/2018,Paula Almeida,paulaalmeida@gmail.com,12,906430972
Produto A,R$ 500,Pix,1,06/09/2018,Tércio Oliveira,térciooliveira@outlook.com,46,952858935
Produto B,R$ 1200,Boleto Bancário,10,05/03/2018,Pedro Santos,pedrosantos@outlook.com,61,998667561
Produto A,R$ 750,Boleto Bancário,7,17/05/2018,Lucas Souza,lucassouza@outlook.com,46,929246823
Produto B,R$ 1000,Pix,10,25/03/2018,Jonatas Oliveira,jonatasoliveira@yahoo.com,58,958281450
Produto A,R$ 1000,Pix,1,01/03/2018,Bianca Almeida,biancaalmeida@outlook.com,82,985827243
Produto B,R$ 1000,Boleto Bancário,5,18/06/2018,Tércio Silva,térciosilva@gmail.com,78,977306206
Produto B,R$ 750,Boleto Bancário,6,17/06/2018,Bianca Souza,biancasouza@gmail.com,26,926302449
Produto C,R$ 1200,Pix,5,04/11/2018,Elaine Almeida,elainealmeida@hotmail.com,39,917137857
Produto C,R$ 1200,Cartão de Crédito,10,04/02/2018,Samuel Silva,samuelsilva@hotmail.com,35,941399651
Produto C,R$ 500,Pix,10,29/05/2018,Paula Silva,paulasilva@gmail.com,87,996129296
Produto B,R$ 1000,Cartão de Crédito,11,03/06/2018,Samuel Souza,samuelsouza@yahoo.com,91,990703047
Produto A,R$ 1200,Cartão de Crédito,3,03/01/2018,Lucas Almeida,lucasalmeida@outlook.com,55,917517805
Produto B,R$ 1000,Cartão de Crédito,10,02/06/2018,Mariana Almeida,marianaalmeida@outlook.com,46,956998723
Produto A,R$ 750,Pix,11,26/04/2018,Tércio Martins,térciomartins@gmail.com,84,900705913
Produto C,R$ 500,Boleto Bancário,8,22/01/2018,Samuel Santos,samuelsantos@outlook.com,65,915543941
Produto C,R$ 1200,Pix,8,12/03/2018,Samuel Martins,samuelmartins@hotmail.com,54,992789888
Produto B,R$ 1200,Boleto Bancário,1,15/03/2018,Alefy Costa,alefycosta@yahoo.com,73,941031541
Produto A,R$ 500,Pix,11,20/06/2018,Paula Costa,paulacosta@outlook.com,17,909468249
Produto B,R$ 750,Boleto Bancário,3,07/12/2018,Bianca Pereira,biancapereira@outlook.com,78,989703111
Produto C,R$ 1200,Cartão de Crédito,4,21/08/2018,Lucas Almeida,lucasalmeida@yahoo.com,65,992703171
Produto A,R$ 1200,Boleto Bancário,3,20/05/2018,Jhonn Silva,jhonnsilva@yahoo.com,20,951342431
Produto A,R$ 750,Pix,10,28/09/2018,Presley Martins,presleymartins@gmail.com,78,903276129
Produto C,R$ 1000,Boleto Bancário,10,03/12/2018,Elaine Almeida,elainealmeida@gmail.com,54,950147708
Produto C,R$ 750,Cartão de Crédito,2,19/12/2018,Danubia Pereira,danubiapereira@yahoo.com,96,950449572
Produto A,R$ 1000,Cartão de Crédito,12,05/10/2018,Danubia Oliveira,danubiaoliveira@gmail.com,81,942628848
Produto B,R$ 1000,Cartão de Crédito,8,26/09/2018,Jonatas Costa,jonatascosta@outlook.com,86,979634053
Produto A,R$ 1000,Pix,2,02/03/2018,Lucas Costa,lucascosta@hotmail.com,74,911546238
Produto B,R$ 500,Pix,5,06/04/2018,Rafael Santos,rafaelsantos@yahoo.com,20,975428312
Produto C,R$ 500,Pix,8,08/04/2018,Jhonn Martins,jhonnmartins@outlook.com,47,987517224
Produto A,R$ 1200,Cartão de Crédito,5,17/12/2018,Mariana Silva,marianasilva@hotmail.com,67,992240210
Produto B,R$ 500,Boleto Bancário,10,11/08/2018,Tonny Oliveira,tonnyoliveira@outlook.com,19,905478712
Produto B,R$ 750,Boleto Bancário,12,01/09/2018,Elaine Souza,elainesouza@gmail.com,29,914279853
Produto C,R$ 500,Pix,10,02/06/2018,Lucas Pereira,lucaspereira@gmail.com,79,979672482
Produto A,R$ 1200,Cartão de Crédito,4,05/02/2018,Paula Santos,paulasantos@hotmail.com,18,974930935
Produto C,R$ 1000,Boleto Bancário,2,21/09/2018,Tamires Martins,tamiresmartins@gmail.com,49,965045584
Produto B,R$ 750,Boleto Bancário,4,16/09/2018,Rafael Costa,rafaelcosta@yahoo.com,18,921099862
Produto A,R$ 750,Cartão de Crédito,9,09/05/2018,Paula Almeida,paulaalmeida@gmail.com,84,915761113
Produto C,R$ 500,Pix,6,09/01/2018,Rafael Almeida,rafaelalmeida@gmail.com,73,983868303
Produto C,R$ 750,Pix,8,02/09/2018,Tonny Oliveira,tonnyoliveira@hotmail.com,80,989077760
Produto A,R$ 750,Pix,2,10/09/2018,Tércio Silva,térciosilva@yahoo.com,36,999235819
Produto B,R$ 1200,Pix,10,07/08/2018,Elaine Oliveira,elaineoliveira@hotmail.com,99,951081805
Produto B,R$ 750,Pix,7,28/09/2018,Lucas Martins,lucasmartins@yahoo.com,13,900624106
Produto B,R$ 1000,Cartão de Crédito,6,11/07/2018,Paula Almeida,paulaalmeida@yahoo.com,28,964513965
Produto B,R$ 750,Pix,2,22/12/2018,Alefy Martins,alefymartins@yahoo.com,87,958038483
Produto A,R$ 750,Boleto Bancário,7,19/05/2018,Paula Silva,paulasilva@hotmail.com,70,977705675
Produto B,R$ 500,Cartão de Crédito,12,06/07/2018,Pedro Souza,pedrosouza@hotmail.com,95,983718092
Produto C,R$ 1000,Boleto Bancário,1,26/09/2018,Tamires Costa,tamirescosta@yahoo.com,26,971325592
Produto A,R$ 500,Cartão de Crédito,5,28/11/2018,Pedro Pereira,pedropereira@hotmail.com,46,988022308
Produto B,R$ 500,Cartão de Crédito,11,25/07/2018,Tonny Almeida,tonnyalmeida@gmail.com,36,911017075
Produto B,R$ 500,Cartão de Crédito,4,16/05/2018,Pedro Santos,pedrosantos@gmail.com,75,992485362
Produto A,R$ 1200,Cartão de Crédito,6,15/02/2018,Jhonn Costa,jhonncosta@yahoo.com,13,996512293
Produto B,R$ 750,Boleto Bancário,2,11/06/2018,Jonatas Martins,jonatasmartins@hotmail.com,96,978802463
Produto B,R$ 750,Cartão de Crédito,1,25/11/2018,Paula Costa,paulacosta@hotmail.com,59,990156126
Produto A,R$ 750,Boleto Bancário,5,29/05/2018,Danubia Martins,danubiamartins@outlook.com,95,978147456
Produto A,R$ 750,Cartão de Crédito,9,21/04/2018,Jhonn Souza,jhonnsouza@yahoo.com,13,990376195
Produto A,R$ 1200,Cartão de Crédito,11,08/05/2018,Jhonn Martins,jhonnmartins@gmail.com,50,920402878
Produto B,R$ 750,Boleto Bancário,1,30/07/2018,Jhonn Souza,jhonnsouza@outlook.com,32,917539852
Produto C,R$ 500,Boleto Bancário,2,06/06/2018,Paula Pereira,paulapereira@gmail.com,73,913120509
Produto C,R$ 1000,Cartão de Crédito,10,19/05/2018,Jhonn Silva,jhonnsilva@outlook.com,54,989006049
Produto A,R$ 500,Pix,7,29/04/2018,Jhonn Oliveira,jhonnoliveira@hotmail.com,63,903699856
Produto A,R$ 1200,Pix,4,01/07/2018,Pedro Martins,pedromartins@yahoo.com,58,976719504
Produto A,R$ 500,Pix,9,18/08/2018,Rafael Almeida,rafaelalmeida@hotmail.com,37,993634593
Produto C,R$ 500,Cartão de Crédito,8,08/06/2018,Samuel Pereira,samuelpereira@yahoo.com,94,916508240
Produto B,R$ 1000,Boleto Bancário,6,13/10/2018,Mariana Almeida,marianaalmeida@gmail.com,47,910791326
Produto A,R$ 750,Pix,8,07/12/2018,Tércio Pereira,térciopereira@gmail.com,14,961274341
Produto A,R$ 500,Cartão de Crédito,9,18/10/2018,Mariana Pereira,marianapereira@hotmail.com,15,990795862
Produto A,R$ 1000,Cartão de Crédito,10,29/06/2018,Mariana Martins,marianamartins@hotmail.com,62,977276871
Produto B,R$ 750,Pix,10,21/05/2018,Samuel Almeida,samuelalmeida@yahoo.com,81,921077278
Produto A,R$ 500,Cartão de Crédito,10,03/02/2018,Jonatas Pereira,jonataspereira@gmail.com,41,921917065
Produto B,R$ 750,Cartão de Crédito,2,16/07/2018,Samuel Santos,samuelsantos@hotmail.com,38,957263039
Produto A,R$ 1000,Cartão de Crédito,1,09/07/2018,Alefy Santos,alefysantos@outlook.com,24,972500774
Produto A,R$ 500,Pix,6,08/10/2018,Jhonn Silva,jhonnsilva@hotmail.com,13,951911862
Produto A,R$ 500,Boleto Bancário,9,18/08/2018,Samuel Santos,samuelsantos@yahoo.com,93,986345750
Produto C,R$ 750,Cartão de Crédito,8,14/06/2018,Samuel Martins,samuelmartins@outlook.com,82,965017777
Produto A,R$ 500,Cartão de Crédito,11,08/12/2018,Rafael Silva,rafaelsilva@gmail.com,18,990581509
Produto B,R$ 1000,Cartão de Crédito,4,22/09/2018,Rafael Santos,rafaelsantos@yahoo.com,48,957479496
Produto A,R$ 1200,Boleto Bancário,7,02/05/2018,Jhonn Santos,jhonnsantos@yahoo.com,74,993243375
Produto A,R$ 1000,Pix,7,07/04/2018,Tamires Souza,tamiressouza@gmail.com,68,950125172
Produto B,R$ 500,Boleto Bancário,4,24/10/2018,Tonny Silva,tonnysilva@yahoo.com,69,944177215
Produto A,R$ 500,Cartão de Crédito,2,25/01/2018,Jhonn Oliveira,jhonnoliveira@gmail.com,80,929089492
Produto C,R$ 1200,Pix,5,09/08/2018,Bianca Oliveira,biancaoliveira@hotmail.com,38,905886727
Produto B,R$ 1000,Boleto Bancário,1,23/10/2018,Paula Almeida,paulaalmeida@hotmail.com,63,957653050
Produto A,R$ 1000,Cartão de Crédito,7,15/05/2018,Rafael Oliveira,rafaeloliveira@hotmail.com,18,961189152
Produto C,R$ 1000,Pix,1,26/06/2018,Rafael Martins,rafaelmartins@gmail.com,69,948346742
Produto B,R$ 1000,Cartão de Crédito,9,02/04/2018,Lucas Souza,lucassouza@hotmail.com,19,956189441
Produto B,R$ 1200,Cartão de Crédito,12,12/03/2018,Jonatas Souza,jonatassouza@yahoo.com,30,971287524
Produto B,R$ 1200,Boleto Bancário,2,29/03/2018,Danubia Pereira,danubiapereira@gmail.com,76,940753888
Produto B,R$ 500,Boleto Bancário,1,05/01/2018,Jonatas Souza,jonatassouza@hotmail.com,46,936581783
Produto C,R$ 1000,Pix,2,08/07/2018,Tércio Martins,térciomartins@yahoo.com,50,971682156
Produto C,R$ 750,Pix,4,17/03/2018,Rafael Silva,rafaelsilva@hotmail.com,29,977515309
Produto C,R$ 1200,Cartão de Crédito,1,20/01/2018,Mariana Silva,marianasilva@hotmail.com,40,978564598
Produto C,R$ 500,Cartão de Crédito,1,26/11/2018,Presley Souza,presleysouza@hotmail.com,83,945588108
Produto A,R$ 750,Boleto Bancário,2,11/10/2018,Tamires Martins,tamiresmartins@gmail.com,15,903915895
Produto C,R$ 750,Cartão de Crédito,1,01/09/2018,Presley Almeida,presleyalmeida@hotmail.com,23,904461759
Produto C,R$ 1200,Cartão de Crédito,2,15/05/2018,Bianca Martins,biancamartins@yahoo.com,96,937106136
Produto B,R$ 1200,Cartão de Crédito,5,14/02/2018,Samuel Santos,samuelsantos@outlook.com,46,929304324
Produto B,R$ 1200,Boleto Bancário,4,06/12/2018,Jonatas Santos,jonatassantos@yahoo.com,44,911270902
Produto C,R$ 500,Cartão de Crédito,7,11/07/2018,Tamires Oliveira,tamiresoliveira@gmail.com,99,953637197
Produto A,R$ 750,Cartão de Crédito,7,27/01/2018,Mariana Silva,marianasilva@hotmail.com,90,955692711
Produto C,R$ 1200,Pix,9,01/11/2018,Pedro Martins,pedromartins@yahoo.com,70,956353878
